"Features","Dilution","SampleType","Condition","Day","ZT","Sample","Gluconapin","Glucobrassicanapin_Sm","Glucobrassicanapin_Lg","Glucoerucin_Sm","Glucoerucin_Lg","Glucobrassicin","Glucoalyssin","Neoglucobrassicin_Lg","Neoglucobrassicin_Sm","Glutamate","RaphanusamicAcid","Sucrose","Glutamine","VisRegion","MOPs","2D_Norm","Sinigrin","Rep"
"Sixteenth_Initial_LL_Day1_ZT0_391","Sixteenth","Initial","LL","Day1","ZT0","391"," 23892806.00","        0.00","    90947.99","        0.00","        0.00","   639718.25","    36049.62","   343357.84","        0.00","  1689881.38","   104442.36"," 33283108.00","   663312.75","   343267.47","450390080.00","  2926394.50","    40507.30","Rep1"
"Sixteenth_Initial_LD_Pools_AllZTs_AlldielTech3","Sixteenth","Initial","LD","Pools","AllZTs","AlldielTech3"," 23912518.00","        0.00","    82721.83","        0.00","        0.00","   520256.03","   111491.27","   291264.38","        0.00","  3284446.00","   235760.34"," 16699934.00","  1651581.75","  1082638.62","402198016.00","  2864835.50","    66487.04","Rep1"
"Sixteenth_Initial_LD_Pools_AllZTs_AlldielTech2","Sixteenth","Initial","LD","Pools","AllZTs","AlldielTech2"," 19885518.00","        0.00","    91860.47","        0.00","        0.00","   475181.97","    82825.92","   255045.45","        0.00","  2666090.00","   183997.12"," 15119736.00","  1537678.62","  1402625.00","405670720.00","  2463596.00","    52431.61","Rep1"
"Sixteenth_Initial_LL_Day1_ZT4_397","Sixteenth","Initial","LL","Day1","ZT4","397"," 15770857.00","        0.00","    72121.59","        0.00","        0.00","   161502.30","    13119.76","   389531.75","        0.00","  1228068.50","    33763.64"," 19046388.00","   386346.47","   360329.91","435935552.00","  2220177.50","    40015.88","Rep1"
"Sixteenth_Initial_LD_Pools_AllZTs_AlldielTech1","Sixteenth","Initial","LD","Pools","AllZTs","AlldielTech1","2.365898e+07","0.000000e+00","9.036580e+04","7.283046e+03","0.000000e+00","5.090347e+05","1.078297e+05","3.217306e+05","0.000000e+00","3.369096e+06","3.066321e+05","1.789130e+07","2.005314e+06","1.303075e+06","4.191719e+08","3.098886e+06","6.089744e+04","Rep1"
"Sixteenth_Initial_LL_Day2_ZT12_445","Sixteenth","Initial","LL","Day2","ZT12","445"," 24156782.00","        0.00","    88589.00","        0.00","        0.00","   135798.53","    11103.82","   731674.44","        0.00","  1219875.12","    88362.32"," 64796416.00","   296208.47","   652604.50","477884512.00","  3951734.25","    47714.93","Rep1"
"Sixteenth_Initial_LL_Day2_ZT8_439","Sixteenth","Initial","LL","Day2","ZT8","439"," 21919812.00","        0.00","    79268.92","        0.00","        0.00","    74226.73","    18807.79","   748304.56","        0.00","  1649082.12","    71021.21"," 23775830.00","   164894.86","   175307.77","456282176.00","  2198935.75","    36318.23","Rep1"
"Sixteenth_Initial_LL_Day2_ZT4_433","Sixteenth","Initial","LL","Day2","ZT4","433"," 36141516.00","        0.00","   248971.89","        0.00","        0.00","   104278.73","    47327.45","   530720.88","        0.00","  1983607.12","    73886.95"," 44813020.00","  1352498.50","  1840091.12","428596960.00","  2675013.75","    60533.92","Rep1"
"Sixteenth_Wounded_LD_Day1_ZT20_343","Sixteenth","Wounded","LD","Day1","ZT20","343"," 22802742.00","        0.00","    73685.99","        0.00","        0.00","   679276.12","    89742.12","   312302.47","        0.00","  2906144.25","   136178.45"," 11124161.00","  1625479.50","   223577.67","498820064.00","  3631373.75","    52841.29","Rep1"
"Sixteenth_Wounded_LD_Day1_ZT12_331","Sixteenth","Wounded","LD","Day1","ZT12","331"," 27419166.00","        0.00","    82231.11","        0.00","        0.00","   333926.91","   123797.64","   224537.16","        0.00","  1862833.75","   214789.06"," 18146078.00","  3098747.25","   209896.17","427371584.00","  3101894.25","    67546.03","Rep1"
"Sixteenth_Wounded_LD_Day1_ZT0_1","Sixteenth","Wounded","LD","Day1","ZT0","1","        0.00","        0.00","        0.00","        0.00","        0.00","        0.00","        0.00","        0.00","        0.00","  1714523.50","   200214.17","   154551.28","   561807.69","    39415.25","383951424.00","  1141490.12","        0.00","Rep1"
"Sixteenth_Initial_LL_Day2_ZT20_67","Sixteenth","Initial","LL","Day2","ZT20","67"," 19924234.00","        0.00","    54512.29","        0.00","        0.00","   135654.44","    11117.97","   342975.97","        0.00","  1281282.12","    54513.40"," 52367560.00","   284103.31","   191321.06","417667104.00","  2707164.50","    39071.56","Rep1"
"Sixteenth_Wounded_LD_Day1_ZT8_325","Sixteenth","Wounded","LD","Day1","ZT8","325","6.536696e+06","0.000000e+00","2.903103e+04","0.000000e+00","0.000000e+00","5.125220e+04","5.144771e+03","2.101366e+05","0.000000e+00","7.232488e+05","1.590544e+04","1.354810e+07","2.520546e+05","9.202648e+04","3.282629e+08","1.499756e+06","2.092785e+04","Rep1"
"Sixteenth_Wounded_LD_Day1_ZT4_319","Sixteenth","Wounded","LD","Day1","ZT4","319"," 18829676.00","        0.00","    51605.12","    10614.10","        0.00","   409281.53","   107974.70","   177644.09","        0.00","  1714245.88","   253760.03"," 11503682.00","  1682974.12","   200475.98","467685920.00","  2803604.25","    66666.03","Rep1"
"Sixteenth_Initial_LL_Day3_ZT0_73","Sixteenth","Initial","LL","Day3","ZT0","73"," 30297074.00","        0.00","    91263.37","        0.00","        0.00","    55948.02","        0.00","   771570.69","        0.00","  1125099.12","   104880.84"," 49434828.00","   351784.09","   531019.81","449103680.00","  3565861.25","    61726.14","Rep1"
"Sixteenth_Wounded_LD_Day1_ZT16_337","Sixteenth","Wounded","LD","Day1","ZT16","337"," 22947330.00","        0.00","    84386.44","    19521.40","        0.00","   578978.00","   160371.23","   211968.48","        0.00","  1708451.38","    88526.02"," 19707612.00","  1140754.88","   238950.09","408613152.00","  3715488.50","    51926.08","Rep1"
"Sixteenth_Initial_LL_Day2_ZT16_451","Sixteenth","Initial","LL","Day2","ZT16","451"," 36890732.00","        0.00","   237045.19","        0.00","        0.00","   195058.47","    37289.89","   845384.94","        0.00","  2609220.50","    67587.11"," 47082852.00","  1122443.50","   395292.69","515734816.00","  3760800.25","   124141.70","Rep1"
"Sixteenth_Wounded_LD_Day2_ZT0_349","Sixteenth","Wounded","LD","Day2","ZT0","349"," 15865400.00","        0.00","    48822.44","        0.00","        0.00","   259481.34","    88954.44","   154313.94","        0.00","  2197581.25","   127602.52"," 24060972.00","  1257117.75","   198434.20","361088384.00","  2605958.25","    40722.31","Rep1"
"Sixteenth_Wounded_LD_Day2_ZT20_379","Sixteenth","Wounded","LD","Day2","ZT20","379"," 15374443.00","        0.00","    51866.95","        0.00","        0.00","   277258.41","    43169.74","   146387.86","    15850.42","  1884821.38","    79697.25"," 11324832.00","   774931.12","   174578.67","293701184.00","  1993660.00","    32190.06","Rep1"
"Sixteenth_Wounded_LD_Day2_ZT4_355","Sixteenth","Wounded","LD","Day2","ZT4","355"," 36292852.00","        0.00","   151262.25","    29698.26","        0.00","   579903.69","   232680.02","   307010.28","        0.00","  2397131.50","   187590.73"," 17926694.00","  1153804.00","   367346.34","422899072.00","  4137896.00","    74058.64","Rep1"
"Sixteenth_Wounded_LD_Day2_ZT8_361","Sixteenth","Wounded","LD","Day2","ZT8","361"," 19197498.00","        0.00","    78394.91","        0.00","        0.00","   401228.28","    71878.02","   227255.31","    46331.80","  1656485.50","   124775.38"," 17034062.00","  1352708.25","   258819.75","424554816.00","  2492131.25","    55827.78","Rep1"
"Sixteenth_Wounded_LL_Day1_ZT4_7","Sixteenth","Wounded","LL","Day1","ZT4","7","8.003109e+06","0.000000e+00","3.893564e+04","0.000000e+00","0.000000e+00","7.003411e+04","9.342793e+03","3.487402e+05","0.000000e+00","9.210036e+05","2.458880e+04","1.703274e+07","3.481855e+05","2.018172e+05","4.603172e+08","2.418437e+06","2.177971e+04","Rep1"
"Sixteenth_Wounded_LL_Day1_ZT12_19","Sixteenth","Wounded","LL","Day1","ZT12","19"," 24599720.00","        0.00","    76612.89","        0.00","        0.00","   156127.64","    15246.95","   559685.62","    28432.58","  1834016.12","    85383.09"," 39556688.00","   287524.72","   476054.72","570488576.00","  3143522.75","    49533.07","Rep1"
"Sixteenth_Wounded_LL_Day1_ZT0_313","Sixteenth","Wounded","LL","Day1","ZT0","313"," 36452428.00","        0.00","   131604.67","        0.00","        0.00","  1375677.62","    62389.50","   794847.56","    10603.59","  2208936.50","    86271.32"," 49365828.00","   451929.31","   324122.59","434111232.00","  3336082.25","    78772.97","Rep1"
"Sixteenth_Wounded_LD_Day3_ZT0_385","Sixteenth","Wounded","LD","Day3","ZT0","385"," 75514440.00","        0.00","   430296.41","    31916.51","        0.00","   310150.16","   527154.81","   342673.22","    32644.68","  3920880.50","   560842.50"," 26023838.00","  1775778.00","   345785.31","411140448.00","  4651444.00","   135972.80","Rep1"
"Sixteenth_Wounded_LD_Day2_ZT16_373","Sixteenth","Wounded","LD","Day2","ZT16","373"," 21894708.00","        0.00","    69143.45","        0.00","        0.00","   617033.19","   138178.12","   278293.78","        0.00","  2373193.00","   204151.62"," 17620842.00","  1408985.25","   338973.06","493824064.00","  4995131.00","    57934.20","Rep1"
"Sixteenth_Wounded_LL_Day1_ZT16_25","Sixteenth","Wounded","LL","Day1","ZT16","25"," 40076092.00","        0.00","   345478.12","        0.00","        0.00","    49665.61","    31703.73","   215159.84","        0.00","  2031057.75","    71461.78"," 58823508.00","   329300.75","   390524.66","414374848.00","  3722182.00","    79689.92","Rep1"
"Sixteenth_Wounded_LD_Day2_ZT12_367","Sixteenth","Wounded","LD","Day2","ZT12","367","3.058991e+07","0.000000e+00","8.900564e+04","7.637068e+03","0.000000e+00","8.882509e+05","7.994120e+04","3.788426e+05","0.000000e+00","2.448508e+06","1.216857e+05","2.755849e+07","3.798004e+05","2.567861e+05","3.378388e+08","3.989807e+06","5.526618e+04","Rep1"
"Sixteenth_Wounded_LL_Day1_ZT20_31","Sixteenth","Wounded","LL","Day1","ZT20","31"," 34001324.00","        0.00","   106241.82","        0.00","        0.00","   951610.88","    34304.26","   845378.12","        0.00","  1846786.00","    76078.65"," 57830544.00","   572858.50","   379368.88","467983520.00","  3192997.75","    60851.53","Rep1"
"Sixteenth_Wounded_LL_Day2_ZT16_61","Sixteenth","Wounded","LL","Day2","ZT16","61"," 43098032.0","        0.0","   277389.5","        0.0","        0.0","   266013.8","    59364.6","   976881.5","        0.0","  1772671.2","    88771.3"," 44978320.0","   337776.3","   505986.5","596442304.0","  3595039.0","   100672.3","Rep1"
"Sixteenth_Wounded_LL_Day1_ZT8_13","Sixteenth","Wounded","LL","Day1","ZT8","13"," 17039342.00","        0.00","    76968.84","        0.00","        0.00","    27962.97","    11644.23","   492922.38","        0.00","  2562268.75","    72313.03"," 31129748.00","   819764.25","   437005.47","471250560.00","  3412297.75","    35691.15","Rep1"
"Sixteenth_Wounded_LL_Day2_ZT0_37","Sixteenth","Wounded","LL","Day2","ZT0","37"," 68318440.00","        0.00","   362150.22","        0.00","        0.00","    50090.34","    36007.19","   439034.28","        0.00","  1899117.12","    68113.41"," 77393664.00","   729928.81","   361398.59","515335648.00","  2742042.75","    99532.73","Rep1"
"Sixteenth_Wounded_LL_Day3_ZT0_73","Sixteenth","Wounded","LL","Day3","ZT0","73","2.189494e+07","0.000000e+00","5.938745e+04","0.000000e+00","0.000000e+00","4.657397e+04","6.829461e+03","5.585889e+05","0.000000e+00","8.574958e+05","8.203459e+04","4.989243e+07","1.794900e+05","4.553489e+05","4.500434e+08","2.466012e+06","4.162207e+04","Rep1"
"Sixteenth_Wounded_LL_Day2_ZT8_49","Sixteenth","Wounded","LL","Day2","ZT8","49"," 31749222.00","        0.00","   125085.08","        0.00","        0.00","   136903.70","    20316.35","   919806.50","        0.00","   956668.88","    95338.77"," 42103588.00","   163368.59","   386569.00","542286272.00","  2333183.00","    60883.14","Rep1"
"Sixteenth_Wounded_LL_Day2_ZT4_43","Sixteenth","Wounded","LL","Day2","ZT4","43"," 60701404.00","        0.00","   316571.41","        0.00","        0.00","    88691.70","    57333.72","   757694.12","        0.00","  1637117.88","    93643.38"," 45520632.00","   594922.50","   159322.58","379469440.00","  1700167.75","    66196.74","Rep1"
"Sixteenth_Wounded_LL_Day2_ZT20_68","Sixteenth","Wounded","LL","Day2","ZT20","68","115229480.0","        0.0","   767467.1","        0.0","        0.0","   357093.7","    41505.8","  2836179.5","        0.0","  4353688.5","   264724.0","116311016.0","   483416.1","   859344.1","588777472.0"," 12719294.0","   228180.6","Rep1"
"Sixteenth_Wounded_LL_Day2_ZT12_55","Sixteenth","Wounded","LL","Day2","ZT12","55","1.661965e+07","0.000000e+00","6.075232e+04","0.000000e+00","0.000000e+00","8.817814e+04","4.821323e+03","6.576638e+05","0.000000e+00","9.597124e+05","8.379917e+04","3.257703e+07","1.305521e+05","2.594781e+05","3.877763e+08","2.753148e+06","2.270989e+04","Rep1"
"Fourth_AllSamps_Batch2_Pools_AllZTs_AllSampsTech1","Fourth","AllSamps","Batch2","Pools","AllZTs","AllSampsTech1","219742384.00","  1486498.50","  1486498.50","    69342.60","    69342.60","  2579848.25","   735137.19","  1984814.12","  1984814.12"," 33857980.00","   886349.38","105124016.00","  7247475.50","  4263213.00","    38457.07","  8840036.00","   315318.09","Rep2"
"Fourth_AllSamps_Batch2_Pools_AllZTs_AllSampsTech2","Fourth","AllSamps","Batch2","Pools","AllZTs","AllSampsTech2","266327920.00","  1638739.62","  1638739.62","    41312.67","    41312.67","  3524841.50","   832628.62","  3016586.25","  3016586.25"," 33348208.00","  1327096.12","127075432.00","  8872090.00"," 10433432.00","    94394.70"," 21861934.00","   401899.25","Rep2"
"Fourth_AllSamps_Batch2_Pools_AllZTs_AllSampsTech3","Fourth","AllSamps","Batch2","Pools","AllZTs","AllSampsTech3","303103168.00","  1581823.25","  1581823.25","    28184.17","    28184.17","  3653114.50","   866214.25","  4054317.00","  4054317.00"," 32183906.00","  1507987.12","122454464.00","  7862550.00"," 10626725.00","    94891.55"," 30383378.00","   456037.91","Rep2"
"Fourth_Initial_LD_Pools_AllZTs_Alldiel","Fourth","Initial","LD","Pools","AllZTs","Alldiel","103753792.00","   398754.81","   398754.81","    40442.52","    40442.52","  2377032.00","   565660.94","  1573474.50","  1573474.50"," 23035868.00","   987110.38"," 53125052.00","  8711952.00","  5261142.50","   206266.72","  8692712.00","   162011.56","Rep2"
"Fourth_Initial_LD_Day1_ZT20_114","Fourth","Initial","LD","Day1","ZT20","114"," 96805312.00","   364584.12","   364584.12","    81414.62","    81414.62","  1858503.88","   513754.34","  1349391.62","  1349391.62"," 23702780.00","   448883.12"," 44226820.00","  4068081.00","  1963751.12","218194768.00","  4911059.00","   131752.91","Rep2"
"Fourth_Initial_LD_Day2_ZT0_116","Fourth","Initial","LD","Day2","ZT0","116"," 89030104.00","   352405.31","   352405.31","    54817.02","    54817.02","  1994928.00","   331979.22","  1173706.75","  1173706.75"," 17316192.00","   536710.12"," 52300820.00","  3271682.75","  3550469.50","193517136.00","  7929671.00","   157723.75","Rep2"
"Fourth_Initial_LD_Day1_ZT16_106","Fourth","Initial","LD","Day1","ZT16","106"," 40253296.00","   170166.16","   170166.16","    76434.77","    76434.77","  1533819.50","   321700.00","  1153327.88","  1153327.88"," 17974704.00","   304362.19"," 60777304.00"," 12179409.00","  5792880.50","208297632.00","  5792880.50","   112696.41","Rep2"
"Fourth_Initial_LL_Pools_AllZTs_Allcircadian","Fourth","Initial","LL","Pools","AllZTs","Allcircadian","197734496.00","  1062013.50","  1062013.50","    11920.73","    11920.73","   948183.38","   189357.33","  2221171.25","  2221171.25"," 11161456.00","   513475.38","106784488.00","  1800502.12","  7014782.50","   191058.62"," 16482945.00","   188511.20","Rep2"
"Fourth_Initial_LD_Day1_ZT0_81","Fourth","Initial","LD","Day1","ZT0","81"," 71179976.00","   611974.44","   611974.44","        0.00","        0.00","   667001.25","   420106.12","    32804.67","   564583.88","  5386381.00","        0.00"," 68842168.00","   537689.06","   353289.81","156174080.00","  2270102.50","   180537.92","Rep2"
"Fourth_Initial_LD_Day1_ZT12_99","Fourth","Initial","LD","Day1","ZT12","99","136403264.00","  1079080.38","  1079080.38","    61034.28","    61034.28","  2103849.25","   718096.12","  1877689.62","  1877689.62"," 45172688.00","  1104081.12"," 49349008.00","  8134570.00","   495258.09","160054320.00","  7069570.50","   314081.53","Rep2"
"Fourth_Initial_LD_Day1_ZT8_93","Fourth","Initial","LD","Day1","ZT8","93"," 36778544.00","   130207.26","   130207.26","        0.00","        0.00","   201771.91","    30273.50","    35700.29","  1249658.88","  9556400.00","   385702.78"," 72784752.00","  1139544.25","  2645356.25","215979440.00","  6826325.00","    57205.32","Rep2"
"Fourth_Initial_LD_Day1_ZT4_86","Fourth","Initial","LD","Day1","ZT4","86"," 89786240.00","   355284.22","   355284.22","    62842.23","    62842.23","  2486035.25","   301526.38","  1416733.00","  1416733.00"," 21268532.00","   688314.50"," 29232464.00","  3741297.50","  1241037.00","217019120.00","  4166330.75","   165255.72","Rep2"
"Fourth_Initial_LD_Day2_ZT20_148","Fourth","Initial","LD","Day2","ZT20","148"," 78776488.00","   266986.03","   266986.03","    36392.84","    36392.84","  1893908.62","   407632.31","  1006053.69","  1006053.69"," 12109056.00","  1047607.31"," 35883120.00","  3570255.25","  2364701.25","171309184.00"," 10336360.00","   128164.17","Rep2"
"Fourth_Initial_LD_Day2_ZT16_141","Fourth","Initial","LD","Day2","ZT16","141","  1070658.75","    18811.82","    18811.82","        0.00","        0.00","        0.00","        0.00","   147907.47","   147907.47","  6280360.00","   768552.31","  3224458.75","  3256406.25","   783100.50","221481168.00","  5767838.50","        0.00","Rep2"
"Fourth_Initial_LL_Day1_ZT12_411","Fourth","Initial","LL","Day1","ZT12","411","198230832.0","  1008270.5","  1008270.5","        0.0","        0.0","  2072010.4","   196366.3","  2436812.0","  2436812.0"," 13821793.0","   519931.9"," 97256688.0","  1016609.7"," 15382518.0","270041216.0"," 17701578.0","   262715.2","Rep2"
"Fourth_Initial_LL_Day1_ZT8_404","Fourth","Initial","LL","Day1","ZT8","404"," 42970668.00","   156396.59","   156396.59","    20264.66","    20264.66","   429507.16","    26978.12","  2213855.50","  2213855.50"," 10101712.00","   389175.09"," 69811152.00","   943955.94","  8528765.00","303562208.00"," 17310174.00","    74214.19","Rep2"
"Fourth_Initial_LL_Day1_ZT0_392","Fourth","Initial","LL","Day1","ZT0","392","393560512.00","  2449402.50","  2449402.50","    22717.25","    22717.25","  2384813.50","   920044.44","  1636916.12","  1636916.12"," 16210435.00","   468524.09","100174832.00","  3265418.50"," 12492413.00","271389536.00"," 23635410.00","   428880.31","Rep2"
"Fourth_Initial_LD_Day2_ZT12_134","Fourth","Initial","LD","Day2","ZT12","134","104566464.00","   377744.34","   377744.34","    77160.84","    77160.84","  1907965.38","   852607.38","   733878.19","   733878.19"," 19359470.00","  1142874.62"," 51229804.00"," 12042878.00","   304698.50","144492064.00","  3814723.00","   165403.12","Rep2"
"Fourth_Initial_LL_Day1_ZT16_416","Fourth","Initial","LL","Day1","ZT16","416","387758304.00","  4300756.00","  4300756.00","    25072.91","    25072.91","   679901.94","   295956.81","  1875998.62","  1875998.62"," 25288278.00","   433758.25","136798768.00","  2631496.75","  8081240.50","270811616.00"," 30973198.00","   492933.00","Rep2"
"Fourth_Initial_LD_Day3_ZT0_152","Fourth","Initial","LD","Day3","ZT0","152"," 16619915.00","    87272.38","    87272.38","        0.00","        0.00","   113939.10","    38741.54","   125959.98","   125959.98","  1769024.88","   101686.04","  7879042.00","   721949.06","  2177435.00","123445640.00","  2177435.00","    37587.30","Rep2"
"Fourth_Initial_LD_Day2_ZT8_128","Fourth","Initial","LD","Day2","ZT8","128","112865696.00","   558237.31","   558237.31","    57580.93","    57580.93","  2392560.25","   628294.50","  1144126.25","  1144126.25"," 24428174.00","   561691.38"," 44091768.00"," 11911021.00","  4072638.25","169463728.00","  7716451.00","   203658.14","Rep2"
"Fourth_Initial_LD_Day2_ZT4_126","Fourth","Initial","LD","Day2","ZT4","126"," 72157984.00","   218123.05","   218123.05","    23050.44","    23050.44","  1470066.12","   159838.95","  1135680.00","  1135680.00"," 16980440.00","   485026.06"," 40513092.00","  7397676.50","  1990286.75","291750016.00","  3011741.75","   150010.89","Rep2"
"Fourth_Initial_LL_Day1_ZT20_422","Fourth","Initial","LL","Day1","ZT20","422","252872832.00","  1717922.00","  1717922.00","    11775.36","    11775.36","   483138.50","   184189.14","  3626264.50","  3626264.50"," 20188390.00","   713721.19","117325752.00","  1985561.12","  6049994.00","279056224.00"," 27177178.00","   277590.62","Rep2"
"Fourth_Initial_LL_Day1_ZT4_398","Fourth","Initial","LL","Day1","ZT4","398","255629728.0","  1197676.0","  1197676.0","        0.0","        0.0","  1907352.2","   248850.4","  1271447.1","  1271447.1"," 13573994.0","   696451.1"," 89530456.0","  2569893.8","  4934052.5","280733824.0"," 21166318.0","   251443.0","Rep2"
"Fourth_Initial_LL_Day2_ZT12_446","Fourth","Initial","LL","Day2","ZT12","446"," 99105912.00","   305415.28","   305415.28","    23097.02","    23097.02","   666340.75","    26124.37","  1546382.38","  1546382.38"," 10269442.00","   310238.44","103386472.00","  1364967.12","  9232032.00","289042560.00","  9232032.00","   123476.88","Rep2"
"Fourth_Initial_LL_Day2_ZT0_428","Fourth","Initial","LL","Day2","ZT0","428","342145568.00","  2170984.00","  2170984.00","    23060.12","    23060.12","  1066068.62","   450424.28","  1203835.25","  1203835.25"," 10949634.00","   371354.34","120284288.00","  1351201.75"," 12523769.00","243367872.00"," 13365940.00","   344362.84","Rep2"
"Fourth_Initial_LL_Day2_ZT20_68","Fourth","Initial","LL","Day2","ZT20","68","456867808.00","  2620745.25","  2620745.25","    27775.23","    27775.23","  1479759.62","   355060.06","  2082361.50","  2082361.50"," 11673254.00","   762711.19","164744304.00","  1578521.38"," 17143864.00","296409984.00"," 21671690.00","   517965.84","Rep2"
"Fourth_Initial_LL_Day3_ZT0_74","Fourth","Initial","LL","Day3","ZT0","74"," 38989628.00","   205089.55","   205089.55","        0.00","        0.00","   221637.42","    10716.98","    29063.46","    29063.46"," 21483332.00","   416084.41","122947272.00","  4049026.75","  5971078.00","265375792.00"," 11167097.00","    78863.93","Rep2"
"Fourth_Wounded_LD_Day1_ZT12_332","Fourth","Wounded","LD","Day1","ZT12","332"," 59908044.00","   248326.14","   248326.14","    18326.88","    18326.88","  1674643.12","   290400.66","  1038071.00","  1038071.00"," 16342577.00","   401965.59"," 61054528.00"," 11022373.00","  3594336.75","272707872.00","  6848595.50","   133061.44","Rep2"
"Fourth_Wounded_LD_Day1_ZT0_2","Fourth","Wounded","LD","Day1","ZT0","2","1.210491e+05","0.000000e+00","0.000000e+00","2.610278e+04","2.610278e+04","0.000000e+00","0.000000e+00","9.853911e+03","9.853911e+03","4.486730e+06","2.624682e+05","6.298421e+05","1.777154e+06","4.903203e+05","1.877769e+08","7.577388e+05","6.031620e+03","Rep2"
"Fourth_Wounded_LD_Day1_ZT16_338","Fourth","Wounded","LD","Day1","ZT16","338","252312848.0","  1475041.2","  1475041.2","   158522.4","   158522.4","  3285675.5","  3510392.5","  1538811.4","  1538811.4"," 33420940.0","  1915279.6"," 58487660.0"," 10973469.0","  4070805.5","272107072.0"," 20712078.0","   371276.3","Rep2"
"Fourth_Initial_LL_Day2_ZT4_434","Fourth","Initial","LL","Day2","ZT4","434"," 56992856.00","   203716.95","   203716.95","        0.00","        0.00","   321939.28","    29461.57","  2205510.75","  2205510.75"," 13573234.00","   576306.38"," 95695400.00","  1679020.62","  8635112.00","287464320.00"," 13795036.00","   101296.33","Rep2"
"Fourth_Initial_LL_Day2_ZT8_440","Fourth","Initial","LL","Day2","ZT8","440","111755488.0","   702977.8","   702977.8","        0.0","        0.0","   786974.5","   147249.2","  3817732.5","  3817732.5"," 12611424.0","   518826.5"," 89937640.0","   898202.0","  5976891.0","275745888.0"," 16656328.0","   137060.2","Rep2"
"Fourth_Wounded_LL_Pools_AllZTs_Allcircadian","Fourth","Wounded","LL","Pools","AllZTs","Allcircadian","1.674619e+08","9.278894e+05","9.278894e+05","9.139127e+03","9.139127e+03","9.494436e+05","1.482023e+05","2.527228e+06","2.527228e+06","1.286224e+07","9.261897e+05","1.057775e+08","1.637843e+06","4.253941e+06","2.926592e+05","1.665371e+07","1.850668e+05","Rep2"
"Fourth_Wounded_LD_Pools_AllZTs_Alldiel","Fourth","Wounded","LD","Pools","AllZTs","Alldiel","110307312.0","   505698.6","   505698.6","    22609.9","    22609.9","  1702382.6","   600923.1","  1023996.2","  1023996.2"," 15220582.0","   790943.0"," 47706280.0","  6038440.5","  5910878.5","   182781.6"," 15739898.0","   160909.3","Rep2"
"Fourth_Initial_LL_Day2_ZT16_452","Fourth","Initial","LL","Day2","ZT16","452","246897600.0","  1696057.8","  1696057.8","    42340.5","    42340.5","  1608289.5","   225667.6","  1429095.0","  1429095.0"," 12973017.0","   345147.4","127396704.0","  1171178.5"," 14024250.0","342885152.0"," 15610533.0","   342084.7","Rep2"
"Fourth_Wounded_LD_Day2_ZT20_380","Fourth","Wounded","LD","Day2","ZT20","380","227352352.00","  1855527.12","  1855527.12","    29409.29","    29409.29","  2751970.75","  1200582.88","  2355350.25","  2355350.25"," 24841386.00","  1265112.50"," 55852932.00","  8401116.00","  4402352.00","268219760.00"," 28894112.00","   335954.56","Rep2"
"Fourth_Wounded_LD_Day2_ZT16_374","Fourth","Wounded","LD","Day2","ZT16","374","126038440.00","   447240.00","   447240.00","    24083.03","    24083.03","  2664667.50","   464357.81","   760673.81","   760673.81"," 14899451.00","   475625.19"," 57004012.00","  2235208.00","  7852693.00","279842880.00"," 14055654.00","   165769.62","Rep2"
"Fourth_Wounded_LD_Day1_ZT20_344","Fourth","Wounded","LD","Day1","ZT20","344","119077136.00","   435462.91","   435462.91","    31618.03","    31618.03","  5187429.50","   587470.94","  1242167.38","  1242167.38"," 16821782.00","   465022.34"," 53606208.00","  7703594.00","  5175747.50","286085600.00"," 16858788.00","   184413.23","Rep2"
"Fourth_Wounded_LD_Day1_ZT4_320","Fourth","Wounded","LD","Day1","ZT4","320"," 90163520.00","   381782.91","   381782.91","    78817.22","    78817.22","  1999088.50","   338454.28","   703311.44","   703311.44"," 14596862.00","   362255.22"," 44722780.00","  3762356.00","  1294230.88","223855760.00","  2604139.25","   160544.81","Rep2"
"Fourth_Wounded_LD_Day1_ZT8_326","Fourth","Wounded","LD","Day1","ZT8","326","9.616711e+07","3.433034e+05","3.433034e+05","8.709382e+03","8.709382e+03","2.123562e+06","3.828247e+05","1.610158e+06","1.610158e+06","2.074811e+07","5.438805e+05","5.169041e+07","5.759666e+06","5.599132e+06","3.330667e+08","1.216654e+07","1.506111e+05","Rep2"
"Fourth_Wounded_LL_Day1_ZT12_20","Fourth","Wounded","LL","Day1","ZT12","20","136436976.00","   496901.00","   496901.00","    17824.00","    17824.00","  2109527.50","   164864.95","  1532343.00","  1532343.00","  9840808.00","   342986.22"," 92607456.00","   928935.50","  6240480.50","194427264.00"," 10360093.00","   161218.83","Rep2"
"Fourth_Wounded_LD_Day2_ZT12_368","Fourth","Wounded","LD","Day2","ZT12","368","116673936.00","   515416.41","   515416.41","    84663.19","    84663.19","  2044879.75","   765218.44","   852847.38","   852847.38"," 23494772.00","  1159155.38"," 47839680.00"," 13477734.00","  3933331.75","192938848.00","  8539867.00","   214504.11","Rep2"
"Fourth_Wounded_LD_Day2_ZT0_350","Fourth","Wounded","LD","Day2","ZT0","350","350967232.00","  1094615.62","  1094615.62","    81607.97","    81607.97","  7006042.00","  1624384.12","  1766016.62","  1766016.62"," 45357092.00","  2359929.25","103919928.00","  7306285.50","  1378234.75","363349408.00"," 11199397.00","   539984.00","Rep2"
